0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
1934.3398319574806,1449.3650916288113,535.2451567059491,1187.737051440428,2125.4313988498716,3255.843526805096,2086.6423005549154,2222.4801421179664,2682.289443844373,3281.6277572485583,-2045.3972450125495,2667.460967145604,-1302.1880082681455,-1447.8414752540161,1351.7617054274517,1784.8118408936555,518.5129464393177,979.9301009899979,1301.6631660981436,-2737.458821929211,656.3753233076451,920.9689840762624,2278.5940474568524,-1212.20260931428,-2502.7587038953857,-852.7115071357575,-2235.597576195266,2266.3375808554715,2385.931468589292,631.6019053575943,1322.180131544899,-1451.810947568154,1361.3272689959715,1118.8595700857945,1607.8479837800865,879.1974250865095,698.6859828394756,459.83532132373364,1241.908069532857,1567.3233608326943,-1806.374850827739,551.8057610450788,-452.7385227890325,1610.4019701393952,3492.61271146809,-58.6741769408465,448.7710662385613,542.3738495537718,-1377.077942393662,-964.7603147694487,-126.72265729034115,-464.4648429610433,-1357.276427360043,898.1802675835511,-1814.8528882047951,586.7668119884357,177.57062974685695,629.759817216016,2524.727450645526,1014.7230926360329,-1724.6380378261217,1083.3082919363399,1609.2952930463084,-810.349162886211,917.4562806423822,20.964566042456777,-924.3179025817033,-2010.6143594850814,619.2534263239772,1203.060158683524,-2322.4767813108624,1541.139161120308,1658.1303977272007,-255.45090375491333,1883.72173401243,873.0791220962593,-769.3955202035194,1855.8361554236847,-426.7743036128902,-2066.011474452237,-981.9785975975304,1864.6011826425963,-509.0529642062577,-1098.3328612485527,-321.9619723537419,-1388.6600931403977,-399.3981838067672,662.6451709981527,662.9002573221868,585.0711932057231,-2027.8839534626027,-884.8945321985244,837.5409941606364,568.9078607661556,449.33638606748264,-597.6458896932871,733.2909628956095,578.1345697218399,-751.2290280568478,892.7076710799569,419.7958545622268,537.4085286715309,-2495.9575878725796,-675.6714308408951,228.90294761241412,-963.6304143014602,2206.3027956071537,377.9977850938404,906.8938757212317,1900.0080052341561
